1200013,Acrelandia
1200054,Assis Brasil
1200104,Brasileia
1200138,Bujari
1200179,Capixaba
1200203,Cruzeiro Do Sul
1200252,Epitaciolandia
1200302,Feijo
1200328,Jordao
1200336,Mancio Lima
1200344,Manoel Urbano
1200351,Marechal Thaumaturgo
1200385,Placido De Castro
1200807,Porto Acre
1200393,Porto Walter
1200401,Rio Branco
1200427,Rodrigues Alves
1200435,Santa Rosa Do Purus
1200500,Sena Madureira
1200450,Senador Guiomard
1200609,Tarauaca
1200708,Xapuri
